Latitude,Longitude,Crime Description,Count,Hour,Crime Frequency
34.3035,-118.438,VEHICLE - STOLEN,3,14,4
34.3035,-118.4258,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,4,1
34.3035,-118.419,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1,7,1
34.3036,-118.5141,THEFT OF IDENTITY,3,13,2
34.3036,-118.5111,INTIMATE PARTNER - SIMPLE ASSAULT,2,12,1
34.3036,-118.5067,BURGLARY,1,14,1
34.3036,-118.4658,VEHICLE - STOLEN,3,18,4
34.3036,-118.4542,ROBBERY,1,21,1
34.3037,-118.5023,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1,1,1
34.3037,-118.4791,BATTERY - SIMPLE ASSAULT,1,9,1
34.3037,-118.477,VEHICLE - STOLEN,7,19,5
34.3037,-118.418,BURGLARY FROM VEHICLE,2,20,2
34.3038,-118.5089,BURGLARY,1,9,1
34.3038,-118.4789,THEFT PLAIN - PETTY ($950 & UNDER),2,6,1
34.3038,-118.4785,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2,0,1
34.3038,-118.4337,THEFT OF IDENTITY,1,9,1
34.3038,-118.4261,VEHICLE - STOLEN,3,13,2
34.3038,-118.4146,BURGLARY FROM VEHICLE,1,21,2
34.3039,-118.4789,INTIMATE PARTNER - SIMPLE ASSAULT,1,9,1
34.3039,-118.4654,BURGLARY,1,14,1
34.3039,-118.4358,INTIMATE PARTNER - SIMPLE ASSAULT,2,7,1
34.3039,-118.4357,BURGLARY,1,0,1
34.3039,-118.431,BURGLARY,1,9,1
34.3039,-118.4131,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,3,1
34.304,-118.5009,BATTERY WITH SEXUAL CONTACT,1,18,1
34.304,-118.4406,BURGLARY,2,16,2
34.304,-118.4263,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),3,6,2
34.3041,-118.5148,BURGLARY,2,17,2
34.3041,-118.4813,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1,17,1
34.3041,-118.4785,VEHICLE - STOLEN,3,6,3
34.3041,-118.4537,THEFT OF IDENTITY,1,18,1
34.3041,-118.4356,CRIMINAL THREATS - NO WEAPON DISPLAYED,4,19,3
34.3041,-118.4162,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),2,15,2
34.3042,-118.4727,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),2,14,3
34.3042,-118.4666,INTIMATE PARTNER - SIMPLE ASSAULT,1,5,1
34.3042,-118.4662,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1,1,1
34.3042,-118.4582,BURGLARY,2,0,1
34.3042,-118.4421,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2,5,1
34.3042,-118.4389,BURGLARY FROM VEHICLE,3,18,4
34.3042,-118.4199,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),2,18,1
34.3042,-118.4174,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2,1,2
34.3043,-118.5114,BURGLARY,1,1,1
34.3043,-118.511,BURGLARY FROM VEHICLE,1,9,1
34.3043,-118.4726,VEHICLE - STOLEN,2,5,1
34.3043,-118.4693,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),3,17,3
34.3043,-118.4535,VEHICLE - STOLEN,4,18,2
34.3043,-118.4534,VEHICLE - ATTEMPT STOLEN,1,22,1
34.3043,-118.4469,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1,12,1
34.3043,-118.4438,VEHICLE - STOLEN,1,19,1
34.3043,-118.4404,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1,6,1
34.3044,-118.4693,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,16,1
34.3044,-118.4551,DOCUMENT FORGERY / STOLEN FELONY,1,8,4
34.3044,-118.4467,THEFT OF IDENTITY,1,4,1
34.3044,-118.4151,BURGLARY FROM VEHICLE,1,0,1
34.3045,-118.5155,BURGLARY,2,0,1
34.3045,-118.5097,BURGLARY,2,0,2
34.3045,-118.5046,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1,22,1
34.3045,-118.5043,BURGLARY FROM VEHICLE,1,15,1
34.3045,-118.4662,VEHICLE - STOLEN,4,10,3
34.3045,-118.4522,VIOLATION OF RESTRAINING ORDER,1,5,1
34.3045,-118.4482,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,12,1
34.3045,-118.4355,BIKE - STOLEN,1,1,1
34.3045,-118.4336,THEFT OF IDENTITY,4,10,2
34.3046,-118.5093,BURGLARY,1,15,1
34.3046,-118.5078,BATTERY - SIMPLE ASSAULT,2,15,2
34.3046,-118.4482,BATTERY - SIMPLE ASSAULT,2,8,1
34.3046,-118.4211,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1,0,1
34.3047,-118.5031,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1,0,1
34.3047,-118.5017,BATTERY - SIMPLE ASSAULT,1,2,1
34.3047,-118.4384,BATTERY - SIMPLE ASSAULT,1,8,1
34.3047,-118.4268,CRIMINAL THREATS - NO WEAPON DISPLAYED,1,23,1
34.3047,-118.4179,"BUNCO, GRAND THEFT",1,9,1
34.3047,-118.4121,BATTERY - SIMPLE ASSAULT,8,15,4
34.3048,-118.4665,VEHICLE - STOLEN,12,22,5
34.3048,-118.443,DISCHARGE FIREARMS/SHOTS FIRED,1,2,1
34.3048,-118.4397,VEHICLE - STOLEN,3,14,1
34.3048,-118.4365,BATTERY - SIMPLE ASSAULT,1,2,1
34.3048,-118.4347,VEHICLE - STOLEN,3,12,3
34.3048,-118.4333,INTIMATE PARTNER - SIMPLE ASSAULT,15,21,10
34.3049,-118.4756,BRANDISH WEAPON,1,15,1
34.3049,-118.4658,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",5,14,4
34.3049,-118.4527,BURGLARY FROM VEHICLE,1,0,1
34.3049,-118.4495,OTHER MISCELLANEOUS CRIME,2,23,3
34.3049,-118.4479,BURGLARY,1,8,1
34.3049,-118.4462,VEHICLE - STOLEN,4,20,3
34.3049,-118.4271,TRESPASSING,1,3,1
34.3049,-118.4265,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1,12,2
34.3049,-118.4215,VEHICLE - STOLEN,1,18,1
34.305,-118.4668,INTIMATE PARTNER - AGGRAVATED ASSAULT,1,9,1
34.3051,-118.4276,VEHICLE - STOLEN,17,20,10
34.3051,-118.4142,INTIMATE PARTNER - SIMPLE ASSAULT,1,19,1
34.3052,-118.516,BURGLARY,1,12,1
34.3052,-118.474,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,22,1
34.3052,-118.4426,BATTERY WITH SEXUAL CONTACT,1,12,2
34.3052,-118.4277,INTIMATE PARTNER - SIMPLE ASSAULT,2,6,1
34.3053,-118.5161,BURGLARY,3,8,2
34.3053,-118.4563,CHILD NEGLECT (SEE 300 W.I.C.),1,8,1
34.3053,-118.4376,BURGLARY,1,13,1
34.3054,-118.5161,INTIMATE PARTNER - SIMPLE ASSAULT,1,17,1
34.3054,-118.5096,BURGLARY,1,9,1
34.3054,-118.4681,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),1,0,1
34.3054,-118.4306,VEHICLE - STOLEN,2,15,2
34.3055,-118.5123,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1,19,1
34.3055,-118.511,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),2,6,1
34.3055,-118.5032,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,17,1
34.3055,-118.4674,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1,21,1
34.3055,-118.4503,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1,23,2
34.3055,-118.4439,VEHICLE - STOLEN,4,7,3
34.3055,-118.4406,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2,19,2
34.3055,-118.439,VEHICLE - STOLEN,3,2,1
34.3055,-118.4357,BATTERY - SIMPLE ASSAULT,1,12,1
34.3055,-118.4271,BURGLARY FROM VEHICLE,3,16,1
34.3055,-118.4241,INTIMATE PARTNER - SIMPLE ASSAULT,1,10,1
34.3056,-118.5032,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1,22,1
34.3056,-118.4552,VIOLATION OF RESTRAINING ORDER,3,11,3
34.3056,-118.4282,BURGLARY FROM VEHICLE,2,21,2
34.3056,-118.4206,BURGLARY FROM VEHICLE,1,19,1
34.3057,-118.4775,BATTERY - SIMPLE ASSAULT,1,1,2
34.3057,-118.471,VEHICLE - STOLEN,3,16,4
34.3057,-118.4274,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2,8,2
34.3057,-118.4199,VEHICLE - STOLEN,1,8,1
34.3057,-118.4143,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),3,1,1
34.3058,-118.5098,ROBBERY,1,19,1
34.3058,-118.5014,BURGLARY,1,1,1
34.3058,-118.4747,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2,16,2
34.3058,-118.4677,BATTERY - SIMPLE ASSAULT,1,8,1
34.3058,-118.4648,BURGLARY,1,5,1
34.3058,-118.4402,THEFT OF IDENTITY,4,11,2
34.3058,-118.4362,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,1,1
34.3058,-118.4139,BURGLARY,1,1,1
34.3059,-118.5065,BURGLARY,1,2,1
34.3059,-118.4571,THEFT OF IDENTITY,5,6,3
34.3059,-118.4417,INTIMATE PARTNER - SIMPLE ASSAULT,4,14,2
34.306,-118.5085,OTHER MISCELLANEOUS CRIME,1,11,1
34.306,-118.475,BURGLARY,1,10,1
34.306,-118.4515,THEFT OF IDENTITY,2,6,1
34.306,-118.4471,THEFT OF IDENTITY,2,1,1
34.306,-118.4413,VEHICLE - STOLEN,8,20,5
34.306,-118.4312,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1,14,1
34.306,-118.4156,"RAPE, FORCIBLE",1,22,1
34.3061,-118.4794,BURGLARY,1,12,2
34.3061,-118.4606,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),4,11,2
34.3061,-118.4496,BIKE - STOLEN,1,7,1
34.3061,-118.447,VEHICLE - STOLEN,1,22,1
34.3061,-118.4414,THEFT PLAIN - PETTY ($950 & UNDER),17,15,16
34.3061,-118.4383,VEHICLE - STOLEN,5,12,4
34.3061,-118.435,INTIMATE PARTNER - SIMPLE ASSAULT,6,1,3
34.3061,-118.4303,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,20,1
34.3061,-118.4169,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),2,9,2
34.3062,-118.514,BURGLARY,1,21,1
34.3062,-118.5104,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1,11,1
34.3062,-118.4793,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1,7,1
34.3062,-118.4717,VEHICLE - STOLEN,1,16,1
34.3062,-118.4448,BURGLARY,2,20,2
34.3062,-118.4279,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,17,1
34.3062,-118.4222,BATTERY - SIMPLE ASSAULT,10,21,6
34.3063,-118.4545,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),2,0,3
34.3063,-118.4512,BATTERY - SIMPLE ASSAULT,2,21,3
34.3063,-118.4287,BURGLARY,1,22,1
34.3063,-118.423,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),2,16,2
34.3063,-118.4213,VEHICLE - STOLEN,1,20,1
34.3063,-118.4191,"BUNCO, GRAND THEFT",1,5,1
34.3064,-118.5116,BURGLARY,4,12,2
34.3064,-118.4703,VEHICLE - STOLEN,1,22,1
34.3064,-118.4685,VEHICLE - STOLEN,6,11,4
34.3064,-118.4467,BURGLARY,1,6,1
34.3064,-118.4315,THEFT OF IDENTITY,7,10,4
34.3064,-118.4201,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1,7,1
34.3064,-118.4143,VEHICLE - STOLEN,4,0,2
34.3065,-118.5116,BURGLARY FROM VEHICLE,1,7,1
34.3065,-118.4756,SHOTS FIRED AT INHABITED DWELLING,1,8,1
34.3065,-118.4721,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1,20,1
34.3065,-118.4314,THEFT OF IDENTITY,8,10,6
34.3066,-118.4722,THEFT OF IDENTITY,2,11,1
34.3066,-118.4549,VIOLATION OF RESTRAINING ORDER,4,16,3
34.3066,-118.4484,BURGLARY,1,4,1
34.3066,-118.4356,VEHICLE - STOLEN,5,14,5
34.3066,-118.4313,INTIMATE PARTNER - SIMPLE ASSAULT,2,1,1
34.3066,-118.4187,CRIMINAL THREATS - NO WEAPON DISPLAYED,1,4,2
34.3066,-118.4162,VEHICLE - STOLEN,3,0,1
34.3067,-118.5102,THEFT FROM MOTOR VEHICLE - ATTEMPT,2,4,2
34.3067,-118.4682,THEFT PLAIN - PETTY ($950 & UNDER),5,12,4
34.3067,-118.4485,BURGLARY,3,7,2
34.3068,-118.5064,BATTERY - SIMPLE ASSAULT,1,0,1
34.3068,-118.4787,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),4,9,2
34.3068,-118.457,BURGLARY FROM VEHICLE,3,10,2
34.3068,-118.439,VEHICLE - STOLEN,1,18,1
34.3068,-118.4197,VEHICLE - STOLEN,3,5,1
34.3069,-118.4586,BURGLARY,2,8,1
34.3069,-118.4553,CRIMINAL THREATS - NO WEAPON DISPLAYED,3,15,2
34.3069,-118.4457,INTIMATE PARTNER - SIMPLE ASSAULT,2,1,1
34.3069,-118.4424,CHILD ANNOYING (17YRS & UNDER),1,8,1
34.3069,-118.4297,BATTERY - SIMPLE ASSAULT,13,12,10
34.307,-118.5111,BURGLARY FROM VEHICLE,2,7,1
34.307,-118.4521,THEFT OF IDENTITY,3,17,3
34.307,-118.4505,BURGLARY,1,0,1
34.307,-118.434,THEFT OF IDENTITY,5,19,4
34.307,-118.4297,BURGLARY,1,2,1
34.3071,-118.5042,THEFT PLAIN - PETTY ($950 & UNDER),2,9,2
34.3071,-118.4764,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),3,16,2
34.3071,-118.4695,VEHICLE - STOLEN,3,20,2
34.3071,-118.4694,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,17,1
34.3071,-118.4459,ROBBERY,1,16,1
34.3071,-118.4154,THEFT OF IDENTITY,2,9,1
34.3072,-118.4764,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,9,1
34.3072,-118.473,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1,12,1
34.3072,-118.4155,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1,20,1
34.3073,-118.5038,BURGLARY FROM VEHICLE,3,13,3
34.3073,-118.4687,INTIMATE PARTNER - AGGRAVATED ASSAULT,1,12,1
34.3073,-118.4571,VEHICLE - STOLEN,1,0,1
34.3073,-118.4501,BATTERY - SIMPLE ASSAULT,1,23,2
34.3073,-118.4497,THEFT PLAIN - PETTY ($950 & UNDER),1,0,1
34.3074,-118.5108,BURGLARY FROM VEHICLE,8,9,2
34.3074,-118.5104,BATTERY - SIMPLE ASSAULT,1,15,1
34.3074,-118.5092,VANDALISM - MISDEAMEANOR ($399 OR UNDER),1,11,1
34.3074,-118.5053,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",4,12,2
34.3074,-118.503,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1,5,1
34.3074,-118.4594,THEFT OF IDENTITY,2,1,2
34.3074,-118.4486,INTIMATE PARTNER - SIMPLE ASSAULT,1,22,1
34.3074,-118.4266,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1,5,1
34.3075,-118.5063,THEFT OF IDENTITY,1,16,1
34.3075,-118.5026,THEFT OF IDENTITY,2,12,2
34.3075,-118.4499,INTIMATE PARTNER - SIMPLE ASSAULT,6,19,2
34.3075,-118.4432,ROBBERY,2,18,3
34.3075,-118.4368,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2,12,2
34.3075,-118.4303,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",3,18,3
34.3075,-118.4299,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",5,17,4
34.3076,-118.4759,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),2,15,2
34.3076,-118.4693,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2,3,1
34.3076,-118.4692,INTIMATE PARTNER - SIMPLE ASSAULT,2,9,2
34.3076,-118.4627,THEFT OF IDENTITY,5,13,4
34.3076,-118.4562,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,19,1
34.3076,-118.453,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),2,22,2
34.3076,-118.4529,BURGLARY FROM VEHICLE,1,0,1
34.3076,-118.4497,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",3,23,6
34.3076,-118.4493,INTIMATE PARTNER - SIMPLE ASSAULT,1,11,1
34.3076,-118.4483,VEHICLE - STOLEN,2,3,1
34.3076,-118.4382,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,1,1
34.3076,-118.4208,THEFT OF IDENTITY,2,3,1
34.3077,-118.4627,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",3,11,3
34.3077,-118.4598,THEFT OF IDENTITY,1,8,1
34.3077,-118.4572,VEHICLE - STOLEN,4,22,3
34.3077,-118.4498,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",4,0,1
34.3077,-118.4211,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1,2,1
34.3077,-118.4186,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,23,1
34.3077,-118.4147,VEHICLE - STOLEN,2,23,2
34.3077,-118.4133,VEHICLE - STOLEN,9,18,5
34.3078,-118.4474,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,12,1
34.3078,-118.438,BURGLARY FROM VEHICLE,2,19,2
34.3079,-118.4739,BATTERY - SIMPLE ASSAULT,1,8,1
34.3079,-118.469,VEHICLE - STOLEN,1,16,1
34.3079,-118.463,BURGLARY,1,7,1
34.308,-118.4509,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,0,1
34.308,-118.4493,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,0,1
34.308,-118.4362,BURGLARY,2,12,2
34.308,-118.4297,BURGLARY,2,10,1
34.3081,-118.4848,INTIMATE PARTNER - SIMPLE ASSAULT,1,14,1
34.3081,-118.4569,VEHICLE - STOLEN,2,17,2
34.3081,-118.4376,VEHICLE - STOLEN,3,16,1
34.3081,-118.419,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),2,6,1
34.3082,-118.4719,CRIMINAL THREATS - NO WEAPON DISPLAYED,2,0,3
34.3082,-118.462,TRESPASSING,3,11,2
34.3082,-118.4579,BATTERY - SIMPLE ASSAULT,2,0,1
34.3082,-118.457,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,4,1
34.3082,-118.4538,THEFT OF IDENTITY,3,15,2
34.3082,-118.4441,ROBBERY,7,15,5
34.3082,-118.4425,INTIMATE PARTNER - SIMPLE ASSAULT,1,17,1
34.3082,-118.4424,ARSON,1,1,1
34.3082,-118.4361,BATTERY - SIMPLE ASSAULT,3,11,2
34.3082,-118.4295,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1,13,3
34.3083,-118.4538,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,9,1
34.3083,-118.4489,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2,8,1
34.3083,-118.4442,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2,12,2
34.3083,-118.4423,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,5,1
34.3083,-118.4359,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),2,3,1
34.3083,-118.4293,ROBBERY,1,18,2
34.3083,-118.4253,BURGLARY,8,2,3
34.3083,-118.4177,"RAPE, FORCIBLE",1,2,1
34.3083,-118.4172,THEFT OF IDENTITY,1,16,1
34.3083,-118.4045,THEFT OF IDENTITY,3,0,1
34.3084,-118.475,BURGLARY,1,14,1
34.3084,-118.4507,BURGLARY,1,1,2
34.3084,-118.4488,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2,9,2
34.3084,-118.4253,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,18,1
34.3084,-118.4155,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2,8,1
34.3085,-118.4528,THEFT OF IDENTITY,1,11,1
34.3085,-118.4246,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",1,8,1
34.3085,-118.4136,BURGLARY,2,7,1
34.3085,-118.4069,THEFT OF IDENTITY,2,10,2
34.3086,-118.5028,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),2,4,1
34.3086,-118.4748,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),2,4,1
34.3086,-118.4714,BATTERY - SIMPLE ASSAULT,1,8,1
34.3086,-118.4317,BATTERY - SIMPLE ASSAULT,2,12,3
34.3087,-118.4715,BURGLARY,3,21,3
34.3087,-118.453,VEHICLE - STOLEN,1,17,1
34.3087,-118.4319,SHOPLIFTING - PETTY THEFT ($950 & UNDER),22,13,13
34.3087,-118.4203,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1,8,1
34.3088,-118.4532,INTIMATE PARTNER - AGGRAVATED ASSAULT,1,1,1
34.3088,-118.4353,INTIMATE PARTNER - SIMPLE ASSAULT,16,20,11
34.3089,-118.5079,BURGLARY,1,10,1
34.3089,-118.4728,EXTORTION,1,20,2
34.3089,-118.4613,VEHICLE - STOLEN,18,17,9
34.3089,-118.4596,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1,9,1
34.3089,-118.4417,EXTORTION,1,17,2
34.3089,-118.4386,BURGLARY FROM VEHICLE,4,22,2
34.3089,-118.4145,ARSON,1,12,1
34.309,-118.4719,VEHICLE - STOLEN,2,5,2
34.309,-118.4547,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),1,17,1
34.309,-118.4482,BATTERY - SIMPLE ASSAULT,1,18,1
34.309,-118.4481,ROBBERY,1,11,1
34.309,-118.4387,VEHICLE - STOLEN,11,17,7
34.309,-118.426,THEFT PLAIN - PETTY ($950 & UNDER),1,11,1
34.309,-118.4143,BATTERY WITH SEXUAL CONTACT,1,11,1
34.3091,-118.4593,VIOLATION OF RESTRAINING ORDER,13,20,5
34.3091,-118.424,BURGLARY,1,3,1
34.3093,-118.5059,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1,14,1
34.3093,-118.5026,DISCHARGE FIREARMS/SHOTS FIRED,1,1,1
34.3093,-118.4723,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1,19,1
34.3093,-118.4255,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,19,1
34.3093,-118.4164,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1,23,1
34.3093,-118.4115,INTIMATE PARTNER - SIMPLE ASSAULT,1,8,2
34.3094,-118.4585,THEFT OF IDENTITY,1,9,1
34.3094,-118.4411,THEFT PLAIN - PETTY ($950 & UNDER),2,0,1
34.3095,-118.4738,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1,17,1
34.3095,-118.4672,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,13,1
34.3095,-118.4671,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),4,21,4
34.3096,-118.5024,THEFT PLAIN - PETTY ($950 & UNDER),1,14,1
34.3096,-118.4737,VEHICLE - STOLEN,2,13,1
34.3096,-118.454,THEFT OF IDENTITY,2,17,2
34.3097,-118.5081,BURGLARY FROM VEHICLE,13,14,4
34.3097,-118.467,VEHICLE - STOLEN,5,17,3
34.3097,-118.4604,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1,1,1
34.3097,-118.4365,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",4,22,3
34.3097,-118.4096,VEHICLE - STOLEN,1,12,1
34.3098,-118.5033,THEFT OF IDENTITY,1,10,1
34.3098,-118.4729,VEHICLE - STOLEN,15,10,8
34.3098,-118.4277,THEFT OF IDENTITY,3,19,3
34.3099,-118.5073,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1,10,1
34.3099,-118.5045,BURGLARY,1,8,1
34.3099,-118.4471,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1,4,1
34.3099,-118.4275,THEFT OF IDENTITY,4,19,3
34.3099,-118.4198,INTIMATE PARTNER - SIMPLE ASSAULT,2,15,2
34.3099,-118.4182,ARSON,1,13,1
34.31,-118.5065,BURGLARY FROM VEHICLE,8,10,3
34.31,-118.5044,VIOLATION OF COURT ORDER,1,10,1
34.31,-118.4808,VEHICLE - STOLEN,14,12,3
34.31,-118.4732,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",5,15,6
34.31,-118.473,THEFT PLAIN - PETTY ($950 & UNDER),1,7,1
34.31,-118.4592,VEHICLE - STOLEN,3,20,2
34.31,-118.4536,INTIMATE PARTNER - SIMPLE ASSAULT,1,21,1
34.31,-118.434,CRIMINAL THREATS - NO WEAPON DISPLAYED,2,18,3
34.31,-118.4338,BURGLARY FROM VEHICLE,1,19,2
34.31,-118.418,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,22,1
34.31,-118.417,TRESPASSING,1,17,1
34.3101,-118.4497,THEFT OF IDENTITY,1,10,1
34.3101,-118.4338,SHOPLIFTING - PETTY THEFT ($950 & UNDER),32,14,14
34.3101,-118.4273,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",3,8,3
34.3101,-118.424,THEFT PLAIN - PETTY ($950 & UNDER),2,0,1
34.3101,-118.4053,THEFT OF IDENTITY,2,4,1
34.3102,-118.4745,BATTERY - SIMPLE ASSAULT,4,22,4
34.3102,-118.455,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1,8,2
34.3102,-118.4434,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1,21,1
34.3102,-118.4403,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1,8,1
34.3102,-118.4402,VEHICLE - STOLEN,5,17,5
34.3102,-118.4371,VEHICLE - STOLEN,5,21,4
34.3102,-118.4338,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1,11,2
34.3102,-118.4239,INTIMATE PARTNER - AGGRAVATED ASSAULT,1,7,1
34.3102,-118.4228,EXTORTION,1,1,1
